0.00s:  you
3075.00s:  I thought it was in here somewhere. Hold on a second.
3089.00s:  This is what we want.
3096.00s:  What is this in I1? Just trying to move it over. So let it's in.
3102.00s:  We can get rid of.
3117.00s:  Nope.
3123.00s:  Here we go.
3124.00s:  James says so just make sure your max losses like 1% of account. It's up to you. There there's no.
3137.00s:  There's no set answer. Unfortunately, you are going to be the deliverer and the arbiter of your own truth with respect to what the risk is.
3148.00s:  What I can tell you is that 1% is generally logical and pretty much anything like 5% or down 5% gets to be a little bit more aggressive.
3161.00s:  But let's take a look at just a system. I don't care about the win rate just yet. But let's say that the average win is $30 and then the average loss is $70.
3173.00s:  And we can see what we need for a neutral expected return.
3182.00s:  I don't know why this is up to.
3191.00s:  So let's say that we have.
3198.00s:  Well winners and losers.
3202.00s:  You make money.
3204.00s:  So out of a system of 22 trades with this kind of win rate where it's 54% chance slight edge over it.
3213.00s:  You can essentially start to make more money over that now some of these are going to be the formulas down here messed up from the from the copy and paste.
3223.00s:  But the main thing is you can have systems that have larger losing trades in this case significantly larger losing trades that can ultimately make money.
3236.00s:  So first I need to update this. I think should be a negative and then let's take a look at this.
3242.00s:  What I'll do is I'll figure out what what the wins need to be in order for us to be profitable.
3249.00s:  And in this case you could probably make an assumption right based on the win size loss size. But I'm just showing you how you can kind of back your way into the number.
3258.00s:  So we know 50 is good. We know 40 is good. We know 35 is good. We know 30 is still good.
3269.00s:  28 is fine. 25 is fine. 20 is no good.
3274.00s:  22 is no good. So you need 24. So in this case you would need to have a 70.6% win probability against a 29.4% loss probability in order to have a positively expected system where you're winning $30 on average losing 70.
3298.00s:  Point is it can be done though. So has to be carefully managed. Otherwise you can set yourself up for transacting a lot because the other thing that this doesn't account for is fees and you're going to have fees.
3313.00s:  Especially when you're trading verticals you have more legs that you have to manage and you also want to make sure that you're closing out your verticals before going into expiration.
3322.00s:  So not only do you have the entry component to the trade by also the exit component of the trade that you have to pay attention to.
3328.00s:  So yeah, it's unfortunate for verticals. It's not ideal at all. But again, that's just the nature of small accounts. What you're doing is suboptimal by design because you have a small account.
3342.00s:  So that is the method around here.
3350.00s:  James says sounds like just fiddle around with the profit loss deltas to get a positive EV. It's not so much the deltas.
3360.00s:  But keep low max loss or risk of ruin is low. Yeah. So keeping max loss that makes sense relative to the portfolio. I wouldn't classify it as low.
3371.00s:  I would classify it again. I call it positive attribution. I would make sure that I'm correctly identifying what I'm trying to do. So the loss needs to be contextually logical relative to the size of the portfolio.
3385.00s:  But when it comes to profit and loss amounts and deltas is just using expected return formula.
3398.00s:  And I have a video on expected return, which is this. So you can check out this video. And then this video is a little bit older, but it still talks about the same thing. So it's still relevant in my opinion.
3419.00s:  Sweet. All right, gang. That wraps me up. I'll see you guys in the discord. Be an outlier. I'll see you all later.
3427.00s:  You
