0.00s:  What up ape outliers? It's kind of a specific class of us, I suppose.
2746.72s:  covers such key themes such as comparative regulatory perspective
2751.20s:  On the source of the duty of best execution. This gets really technical
2755.76s:  So this one I have read actually quite a few times and I can kind of a gloss over
2761.68s:  This with you guys the reason why I want you to be aware of this though is because
2768.32s:  This duty of best execution is really tricky
2773.44s:  And it's really tricky because there's a lot of gray area that comes with it and things like payment for order flow
2781.60s:  Technically speaking still fit into this concept of best execution even though payment for order flow
2789.12s:  It could be made better. It's not optimal for retail traders
2792.56s:  But again, I have to take a step back on that and make sure that I remind everybody that
2798.16s:  Payment for order flow is still light years better for us
2801.68s:  Then what this was when I started trading 15 16 years ago. So while it's not perfect. It's not where I hope it ends up leading us
2811.28s:  It's not terrible. So yeah, there's that
2815.60s:  So anyways
2819.28s:  Let's see let's see where we want to start
2823.28s:  Carl says does that prevent the squeeze by keeping the stock liquid?
2827.92s:  um
2829.44s:  Carl could you
2832.40s:  Oh, it looks like you both are talking about squeeze. Sorry. Can you guys talk to me about what
2836.80s:  If it allows large block trades to be removed from the squeeze it favors those institutions in order I see
2842.32s:  Uh to a degree because the the thing is is if
2845.76s:  If something if there's an order routing change
2850.88s:  Orders that are filled on a dark pool they still get factored into the price eventually
2857.60s:  So can it affect a squeeze? I would say yes
2861.60s:  But I don't I would argue that it can't stop a squeeze because one of the things that we can objectively analyze
2869.20s:  When we look at when squeezes occur is the launch of
2875.44s:  on exchange volume on exchange volume starts to expand typically when we go through different kinds of squeezes
2884.16s:  so
2885.44s:  It's because it kind of forces them on to in exchange
2890.32s:  So I don't I wouldn't say that it um
2894.00s:  Yeah, I wouldn't say that it forces
2898.80s:  I wouldn't say that it decreases the overall severity of a squeeze
2904.08s:  In terms of the propensity for it to happen again
2909.52s:  Dark pool volume is still going to be reflected in price eventually and we can actually get to the bottom of that really quick
2917.76s:  How long do dark pool orders take to be reflected in a stock's price
2934.40s:  Uh, it says it can vary on the factors
2938.96s:  Large dark pool trades especially those executed close to the current market price can have an immediate impact
2944.64s:  Dark pools often have delayed reporting of trades to minimize market impact
2949.12s:  The reporting delay can range from a few seconds to several minutes
2953.36s:  So like in that example right there
2957.52s:  Uh pyro gym says I thought dark pool trades were just private trades that wouldn't ever affect price action
2963.76s:  Oh interesting
2967.36s:  No, uh, let's see if there's like a I wonder if there's like a there's got to be like a cool visual or something
2978.64s:  Let me see if there's like a cool visual
2984.88s:  Hmm
2987.36s:  Don't see anything here that's great
2994.00s:  No, that's regulation
3002.64s:  Here I don't know there's a really good book that I have on dark pools that might be useful
3018.56s:  Oh, he's got to let this get unfrozen and then we'll take a look
3023.84s:  So
3035.12s:  So there's uh, well I'm here it goes
3038.56s:  So
3039.84s:  Where is it this book right here?
3042.40s:  If you guys haven't read this
3046.00s:  It's uh, it really is a pretty solid book
3049.68s:  That goes through essentially how dark pools were derived why they exist
3057.28s:  And how essentially they work
3060.56s:  so
3062.24s:  There's a lot of interesting nuance when it comes to to dark pools
3068.08s:  so
3069.52s:  Typically there are stand alone
3073.68s:  Prokers or
3075.68s:  Systems
3076.96s:  That will match dark pool orders
3080.32s:  So the orders typically are executed anonymously and then they get like dark pool orders are still disclosed
3089.20s:  You still can see them there's just a delay
3095.76s:  So
3096.96s:  Roaring TD says John Stewart is a great retail advocate. I think he is too. I think
3103.04s:  um
3104.72s:  Yeah, and I think that he has an interesting perspective on it
3107.92s:  I do know that his brother is like a pretty big part of one of the exchanges
3111.92s:  So I don't know. I'm a little curious about the actual motivations
3116.80s:  But yeah, I agree with you. I think he's he's overall decent
3120.56s:  Alfonso says dark pool must report their trading activities to finner within 10 seconds
3125.52s:  Yeah, so reporting to finner is one component
3128.32s:  But then also reported to the actual market is a second component
3133.60s:  so and they're they're still compulsory so
3138.00s:  Yeah, after the regulatory reporting the trade details are eventually disclosed to the public typically within a few seconds to a minute
3144.16s:  And then to your point this says trades executed in dark pools are reported to regularly authorities like finra
3150.08s:  In the US within a delay to maintain anonymity which is what you're talking about
3155.68s:  Um
3157.68s:  Um
3159.68s:  That talks about why they're there
3161.76s:  There's a couple different types of own dark pools so broker dealer exchange independent and some of the independence are actually the larger ones
3169.28s:  But broker dealers are like sigma acts cross finder those those sorts of things
3174.72s:  so
3175.92s:  Yeah, the the point is ultimately that
3180.16s:  There's it still is eventually reported
3185.92s:  It's literally how
3188.40s:  We're able to generate plots like this like if you have a bloomberg terminal for example
3196.24s:  On a bloomberg terminal you can see dark pool orders
3200.64s:  so
3202.96s:  Yeah, I think that's the that's the interesting thing about them
3207.12s:  Oh
3213.04s:  It looked like I dropped for a second. I think we're back
3216.96s:  So um, let me see there's uh
3221.28s:  Nolla says if I do a directed trade to a particular exchange
3226.08s:  Uh, what about that
3229.84s:  Gravitaris says our options included in dark pools are only shares. It's typically it's typically not options
3236.24s:  So
3237.36s:  If you're using something like options they have um
3242.24s:  They have a different regulatory routing
3245.12s:  And all options will eventually go through the oh yeah, no list says options are OCC. Yeah, so options are standardized contracts now
3253.28s:  The other thing that I'm not aware of but I am curious about is with something like dark pools if they can use
3261.20s:  exotic derivatives like different kinds of custom swaps and stuff
3266.80s:  So yeah
3270.64s:  All right, Marcus says I have a few questions what are the rules for pre market and after hour trades who trades
3277.76s:  Is the any limits to volume? I don't know if there's limits to volume
3281.52s:  But it essentially just comes down to those who have access and a lot of people have access depending on your broker
3286.96s:  You might have access
3288.64s:  So pre pre-trait like pre-imposed market hour trading is not quite as elusive as people might think it is
3296.96s:  The only downside to it is that things are typically very liquid during those periods
3303.20s:  so
3305.20s:  Scott says are large derivative contracts reflected on the dark pool or they just flow until realized
3310.88s:  so
3314.48s:  Um, trying to understand your question
3317.20s:  When you say large derivative contracts you talk about options positions because if so then they're going to go across
3322.24s:  Illite exchange typically
3329.76s:  Matt says with the overall pain in the market right now do you consider the cash GME raised was a good move definitely
3336.96s:  I think the cash that
3338.80s:  GME raised is overall good for them in general and the reason why is because
3346.40s:  I think
3347.92s:  By going that route it gives them like literally the best possible opportunity to reinvent themselves
3355.84s:  because
3357.12s:  again
3358.64s:  I know the apes really love GameStop and do a lot to support GameStop which I'm all about I love that
3364.64s:  from a broader company perspective though as like a brick and mortar
3370.40s:  business
3371.76s:  they
3373.04s:  like they have a
3374.64s:  offering right they do have things like we talked about on that one stream with newton
3379.60s:  Which he and I I think just so you guys know I think he and I are locked in for our next stream on the 17th
3388.40s:  Because I'm going to be out of pocket for a little bit so the daily videos and stuff like that they're going to dry up
3394.56s:  For about a week and change just so you guys know I'm not like uh disappearing on you all
3400.24s:  I'm just stepping stepping out of the office as it were for a little bit
3405.12s:  But I will be back
3409.12s:  I will be back
3411.12s:  But anyways, yeah the next stream with newton will be then which is great because he and I we we're still texting essentially every day
3419.20s:  And I have a million things that he and I are gonna have to uh
3425.44s:  That he and I are gonna have to cover
3428.48s:  So yeah
3431.28s:  Hmm
3433.36s:  Back to the original question I think it's good in a nutshell. I think it's good
3436.48s:  I think having a bunch of cash is going to help them
3440.48s:  And I think that by them increasing their cash position it'll it'll it'll it does allow them to innovate
3447.28s:  Now one of the things I was curious is they were going to start going on a little bit of a acquisition spree
3452.40s:  But I haven't seen that really come to fruition yet which actually surprises me a little bit
3457.76s:  Because they raised a bunch of cash and I thought that they were going to be a bit more active in using it
3463.12s:  But I and this is one of the things that I understand the frustrations. Let me take a look at uh
3469.12s:  GME shareholder meeting
3473.60s:  From the last shareholder meeting I know that there was a lot of
3479.68s:  Enxed I guess you could say
3482.40s:  There was some angst I suppose
3484.72s:  Around what they talked about I'm trying to look for the notes. It was 23 April right is this correct?
3493.12s:  Do I have this right?
3497.36s:  GME Q2Ns tomorrow. Yeah, their quarter well a lot of companies are in the same same bucket there
3504.08s:  Is this the right thing
3506.88s:  You
3521.44s:  Is this
3523.92s:  Was this correct? I just want to make sure I'm looking at the right proxy statement. I wanted to read through this with you guys
3530.40s:  I just don't know if this is the right the right thing it looks correct
3533.60s:  This is
3535.60s:  This is
3537.44s:  From 13 June
3541.44s:  Yes, okay cool. Thank you roaring titty the latency on this is kind of annoying
3546.24s:  I have it set for low latency, but there's an ultra low setting which I typically use
3551.12s:  But normally since I'm doing these with new and through zoom there's a little bit more of a delay, but anyways
3557.52s:  Uh, let's see
3560.32s:  Uh, this is the board of directors stuff
3566.16s:  Executive compensation independent stock holder proposal
3574.72s:  We don't care about these
3578.88s:  We don't care about these
3582.64s:  We do not care about these
3589.68s:  Governance clawback. Yeah, yeah, yeah compensation
3608.40s:  So it looks like they are all getting 200,000 in two bucks
3616.00s:  And stock
3619.92s:  Except Ryan Cohen right I didn't see him. I think he's
3626.32s:  I think you guys were saying
3628.48s:  If I'm not mistaken that he just buys his stuff
3633.12s:  Blackrock wait, did you guys know that
3637.20s:  That surprises me a little bit
3641.04s:  It seemed like
3642.32s:  Blackrock was I don't know when I look through the the GME communities
3646.40s:  It looks like in general people don't like Blackrock
3654.72s:  Or is that just citadel that like the apes don't like
3663.92s:  Be okay pensions Blackrock owns a little bit of everything
3670.64s:  They were behind prop four low position for Blackrock
3677.36s:  So citadel yeah, I definitely saw citadel people don't like
3684.32s:  Okay, so it sounds like you guys are yeah, no, I'm I'm well aware of how deep Blackrock goes fun fact
3690.56s:  Um some of the commercial real estate stuff that I do with some partners
3693.84s:  We actually acquire things like student housing
3697.52s:  We just acquired a couple more ski resorts that will then operate
3702.56s:  And we start to find that some of the things that we're looking at which is not like a small level
3708.40s:  But it's not a big level that we start kind of bumping into to Blackrock
3713.12s:  Which is interesting homies are literally everywhere
3716.32s:  But yeah, no, I'm super well aware that Blackrock is nuts
3720.32s:  Royne titty says look at prop four on the boat. Yeah, sure uh is that up here
3726.00s:  Let's see
3728.00s:  prop
3730.80s:  Uh
3732.24s:  For can I count?
3734.40s:  What the fuck's that a
3737.28s:  Okay, here we go prop one prop two prop three prop four yeah 41 that's what I was trying to get to
3742.64s:  Okay, so now here's the next question
3746.24s:  When I click 41 here is it actually going to be this or is it going to be the stupid pdf difference
3752.56s:  And 41 will be a couple pages off of this any guesses
3756.16s:  So like one of my most like most annoying things I hate
3760.96s:  About pdf documents is it'll say the number here
3765.52s:  And then when you click it it'll be pdf something else
3769.44s:  Let's see what page this is what pages this
3774.32s:  35 not even close why what
3779.20s:  Why do they do this? It's so stupid
3782.88s:  Everybody does this. I hate it so much
3786.56s:  Just
3787.52s:  Fucking make it match
3790.48s:  Literally just make it match
3792.64s:  Everybody knows that when you're going to use this you're going to flip through like this so give these pages
3799.04s:  Oh so stupid
3801.68s:  So stupid
3803.76s:  You have to go to like not page fucking
3806.88s:  41 or whatever it's page
3809.60s:  fucking
3811.68s:  47
3813.20s:  Oh so annoying
3815.60s:  He ate that I hate that so much all right here we go
3819.84s:  Rans aside
3822.32s:  We expect prop four to be presented to the control of New York cities custodian trustee employees system
3828.80s:  E C C C C
3830.88s:  Proposal was submitted by the comptroller yees
3835.12s:  Uh
3836.88s:  Jeffrey Jones what up good to see you
3841.20s:  Cactus shacks as flip tables. No, I really I have a really nice standing desk
3847.28s:  That's actually how you guys will see me stand and sit throughout the things at the electronic big fan big big fan
3853.44s:  Um this says share holders of GameStop request that board of directors disclose its annual proxies statement self identified bullshit skills
3866.80s:  Yeah, I don't care about any of that. Roryn titty. What am I here for
3870.96s:  Tell me what I'm supposed to be looking for
3873.28s:  Because I typically trust you with what you send me to
3878.32s:  The board unanimously recommends that stockholders vote against prop four
3884.32s:  The propose over requesting board skills and diversity matrix proxy solicited. I love that
3890.32s:  Fuck yes
3892.32s:  What a shocking what a shocking concept of trying to hire people based on fucking qualifications
3899.76s:  This is great
3901.92s:  GameStop does not set a specific minimum qualifications for nominees for
3906.80s:  Director and does not have a policy regarding the consideration of diversity for such nominees
3911.76s:  We do not believe diversity whether gendered is a meaningful basis by which to identify and assess the qualifications of a director
3918.40s:  I love this so much. This is fantastic
3921.60s:  Our board is composed of individuals who exhibit these traits big fan
3928.48s:  Big fan that's awesome
3936.88s:  Uh
3938.08s:  Wait, where does it say who proposed it?
3942.72s:  Let's see if he says Microsoft just fired all the DEI people yeah, well, I think they started
3947.28s:  I think companies are starting to get abreast
3949.76s:  My guess is some of what's going on here is
3953.92s:  DEI was a giant focus for a little while
3958.96s:  And then as that starts to come out of vogue to a degree
3963.36s:  I think people are realizing that hiring like specific DEI resources is a giant suck of resources
3970.24s:  And I think that it I mean, I don't want to go too far down the path of like you know diversity and whatnot
3977.52s:  I'm you know whatever
3979.60s:  But my opinion is and has always been just fucking higher qualified people
3985.12s:  I think that that's essentially the the way I would want things to go
3992.08s:  Um
3993.12s:  Hyrogim says the proposal was submitted by the New York City Comptroller
3999.76s:  Who'd at though
4002.24s:  We expect to be presented by the Comptroller of New York City as the custodian
4009.20s:  and a trustee of the New York City employee retirement system
4024.88s:  I'm confused
4030.56s:  I'm really confused what is the New York City employee employees retirement system has to do with this
4042.72s:  pension fund that owns GME all their investors oh
4050.16s:  I see
4053.04s:  Lucidio says read the next paragraph
4056.96s:  That's literally my favorite comment read you idiot and it'll answer your question. There we go
4064.48s:  um
4065.76s:  Wait, you think blackrock owns this
4071.04s:  Let me see that would be surprising to me if they did
4083.12s:  You
4091.68s:  New York State Comptroller yeah because this to me seems like a a government function no
4102.08s:  Ruined to the says blackrock was behind that I'm pretty sure I thought I heard the comptroller said blackrock was
4108.08s:  3.5% of the shareholders
4110.64s:  Oh
4111.84s:  I see
4115.52s:  Chris Demel says he was hidden ahead too many times but thank you very much patience. That's exactly right
4120.56s:  I've had more than my fair share of concussions at this point in my life
4125.28s:  I really appreciate the support
4129.20s:  Because you boy I mean realistically you boy needs it you boy just needs it
4135.84s:  So yeah
4137.44s:  Thank you. Thank you Chris spelt with a K my brother's name is also Chris but spelt normally
4146.32s:  Chris with a K is kind of uh
4148.88s:  It's kind of aggressive I think it's cool but a little bit different
4155.60s:  But yeah, this looks like a government system. I don't see blackrock here
4162.32s:  So where where is their involvement uh and you're like that you guys are speculating on
4168.08s:  You're like a blackrock
4174.08s:  Let me see really quick black rock involvement
4186.64s:  The okay might be the admin
4189.52s:  So
4191.52s:  This says
4193.52s:  Chatchy PT says the
4195.52s:  New York City employees retirement system is actively involved with blackrock both as an investor and as a client
4204.72s:  And and why cres has approximately 40 million invested in blackrock which makes sense
4211.20s:  And blackrock manages around 19 billion on behalf of and why cres so you guys are absolutely right see this wife
4218.72s:  In love apes bro you guys are always
4221.92s:  In on shit you guys know what the fuck is going on
4226.96s:  So yes recently and why cres has used its annual share power to influence decisions at black rock
4235.20s:  particularly concerning the appointment of board members
4239.20s:  And why cres along with the new york city comptroller brad lander urge black rock share holders to vote against
4246.40s:  The election of a min nacer the CEO of southe
4250.80s:  Aramaiko to blackrock's board the opposition was based on potential conflicts of interest over human rights climate issues
4259.52s:  Despite the efforts of n y c rs including filing an exempt solicitation with the scc and highlighting the risk of having on the board
4267.52s:  Blackrock shareholders you ultimately reelected him the filing pointed out that the position
4273.68s:  SEO of aramako a major fossil fuel company conflicts with black rock stated goals of decarbonization
4281.20s:  The involvement so it looked that's a really dynamic relationship as I read about it. It's both
4288.16s:  So it doesn't look like blackrock controls this it looks like there's actually a little bit of back and forth there
4294.48s:  Which I find really really interesting
4297.44s:  Benoit balls says pronounced a ramco
4301.92s:  A ramco
4304.32s:  I like a romco so they can go fuck themselves
4308.08s:  I call them I call them eramaiko
4310.96s:  That's what I call them
4315.68s:  Marcus says a little long objective in scope to keep jack to these guidelines are to ensure inclusive culture. Yeah
4324.24s:  That's interesting
4327.28s:  Well, it's good they got shot down
4331.52s:  backs
4337.68s:  Financial statements
4347.28s:  All right, that's that I was curious if they had anything about the cash I think we can probably kill this
4356.40s:  All right
4359.20s:  So the next thing that I wanted to take a look at with some of
4365.68s:  old
4367.12s:  roaring kitty option straights for me to develop his fingerprint a little bit more
4371.60s:  But we can we again anything that you guys want to take a look at throw it in the chat
4377.20s:  A pyro gem. What was that book on algo wars the there's two of them. So the one that I was referring to you guys before
4385.36s:  was called
4388.32s:  Uh
4390.32s:  Dark pools by Scott Patterson is that one
4395.20s:  Justin says arcade charts can I post a link yeah happy to take a look
4398.32s:  I don't think you can post a link
4399.84s:  roaring titties the one that educated me that that you can't I don't think it lets anybody else because it's straight up disrespectful
4407.44s:  Money ting says lawsuit. Yeah, let's take a look at that lawsuit
4411.44s:  And so anyways a couple books that I think you guys should check out
4416.00s:  Uh dark pools is a great one
4418.48s:  And then trading in exchanges this is like one of the best
4422.48s:  Literally one of the best just general it's old unfortunately
4426.40s:  But it's got a ton of great market structure details in there and then
4432.08s:  Inside the black box is also I think pertinent to you all here which is pretty cool
4439.36s:  All right, so uh justin says rory rory
4445.60s:  kit dinger
4448.32s:  charts
4453.76s:  Uh wait, do you mean the ones from I was gonna grab the ones from newton no
4463.68s:  Because newton I think on his google sheet he has like the the list of arcades
4470.72s:  Arcades charts from yahu finance, right
4475.20s:  Am I am I off base here
4481.20s:  Yo, I tell him all the time that I love what he's doing, but I can't find shit on here
4489.84s:  No, he's to and he has this stuff mapped like the back of his damn head. It's crazy
4495.84s:  I
4500.64s:  Know rk has his own stock charts. All right, where am I supposed to go
4505.36s:  So I thought I was looking at roaring kiddie's charts
4509.84s:  But you guys are saying that he has his other his his own shit
4516.56s:  Oh, sorry, didn't mean to hit the mic
4520.72s:  Where the hell's this chart go to stock charts got it
4524.08s:  Going to stock charts as directed
4527.84s:  I am now at stock charts and then I'm supposed to look up roaring
4535.44s:  Kiddinger
4540.08s:  Uh, nothing pops up
4544.64s:  Am I the right spot
4554.00s:  Oh
4559.20s:  Rory
4561.60s:  Rory
4570.00s:  The disrespect
4573.76s:  Not giving me shit. All right, Rory Rory
4578.08s:  Kiddinger
4583.60s:  Kiddinger
4587.84s:  This pops up
4602.88s:  Rory
4608.88s:  Uh link in the chat down at the bottom
4611.60s:  I
4613.60s:  Don't think you guys can drop oh
4616.00s:  If you put it in the discord I can find it if any of you guys are in the discord if you drop it in there
4620.40s:  I can grab it in like two seconds. They'd be much faster
4623.52s:  Rory and titty is making sure you all know that links do not show up in here by default
4632.08s:  Uh, let me see. I'll try to do like a control F in here
4636.40s:  Uh
4639.36s:  Ha this one
4643.28s:  Did we find it
4646.32s:  Hey, yeah, this is the one that Newton has on his stuff
4651.28s:  We found it we did it. I just have to see if I can find it in here because he has it in here somewhere
4657.84s:  This one
4662.80s:  This one
4664.80s:  Man you guys sent me down. Damn it. I knew they had it. All right, we found it. We're good. We found it. We made it
4674.32s:  I think that this might cause for a slight celebration cheers everybody
4681.12s:  Hmm
4682.40s:  That's a problem. It's a big problem
4684.64s:  So right now we're out of crystal that one's gone
4688.96s:  The mango orange that's now gone
4691.60s:  So we are moving on to the backup beverage
4695.20s:  Which is what do we have
4697.44s:  Um black berry lemonade. I forgot I could put my hand behind it. I think so you can see it
4703.20s:  black berry
4705.52s:  lemonade
4708.40s:  There we go
4709.92s:  We're back in it
4712.64s:  You boy
4714.64s:  Consumes a lot of liquid. All right, so
4718.88s:  Let's see what what do you guys want to look at here anything in particular
4724.16s:  What do I see uh this one I don't really care about
4728.08s:  To be honest because it's all intraday. It's like really really short term stuff
4733.04s:  uh, let me
4735.04s:  Let me move this back over here
4737.52s:  Move this over here
4740.48s:  And then
4743.12s:  I'll get rid of myself again because nobody really cares to see me
4748.08s:  And then this way you guys can see a little bit better. I will zoom us in
4755.76s:  That should be decent for you guys. Yeah
4762.00s:  All right, so what do we want to look at it looks like
4766.32s:  Uh
4768.40s:  Rhyme to the says roll down and then we want to look at rsi pre 2011
4774.16s:  Then the ones kiddie has circled are interesting. Let's do it
4777.52s:  Let's see what those look like. Okay, I see
4782.32s:  So this is on a weekly and
4786.40s:  And
4790.72s:  He's using a 14 day rsi and he's showing it looks like a divergence here
4798.16s:  Is what I'm seeing
4800.32s:  So this was back in 2021
4804.72s:  And
4806.72s:  He's just showing a couple instances where it looks like rsi divergence
4811.60s:  The problem
4813.20s:  I would say let me slide that out of the way. Let's go to game stop. Let's do again
4817.76s:  We can essentially recreate it to a degree. We'll do a 10-year weekly
4822.00s:  And if we zoom this in
4825.20s:  So it's a little easier to see
4828.64s:  Let me go to 21 here
4831.20s:  You zoom this in more
4835.12s:  So the cci also did a similar thing right so one of the first things to note is
4841.84s:  Oscillators are
4844.16s:  slightly notorious for a lot of mixed triggers and again, I've spent a lot of oh shit
4851.44s:  pie
4852.64s:  Hi ro mjm. I was calling you pyro gym in my mind
4857.12s:  But pyro shout out to you welcome to be an outlier supporter really really appreciate it
4862.16s:  I also realized that I'm still a ghost here. So here I am. I'm back. Can't get rid of me
4867.20s:  I also just looked at myself for the first time on this stream
4870.00s:  And I didn't realize that one that I was like glowing take hold on. Let's let's play a game
4874.16s:  Let's turn this brightness like all the way up. Check that out
4879.44s:  Oh my god that goes super bright. There it is feels like
4884.24s:  I am
4885.60s:  Looking at the sun
4886.88s:  But anyways the other thing I realized looking at myself is that you boy need to haircut because this is just not it
4895.12s:  Justin says angelic
4896.72s:  Maybe if we put it behind me it would look a little more angelic, but nothing about me is
4902.56s:  angelic
4903.92s:  So anyways looking at oscillators oscillators have a really mixed track record
4908.96s:  And I think it's important to be aware of that because I can find a lot of instances even with something like cci
4914.56s:  where cci is very high and prices diverging. So
4919.60s:  I just I think it's important to point that out but let's add a study here
4923.36s:  And then let's take a look at rsi specifically and he's using a 14 day rsi which is a default setting by the way
4930.96s:  Yeah, so we have 14 day rsi here
4933.76s:  And then we'll just leave that for now and again, I'll get rid of myself so that you can see me
4941.60s:  and
4943.84s:  So what I see here
4946.72s:  is
4949.20s:  The same thing we're obviously
4951.92s:  It's going to line up with what you're tracking on his chart right like this big
4957.36s:  um
4958.64s:  Big divergence, but the the thing is is you'll find other instances
4963.52s:  where rsi is peaking
4966.08s:  or even cci is peaking
4969.52s:  And stock price isn't necessarily playing ball and you'll find the inverse
4974.88s:  where you will find
4977.12s:  something like
4979.44s:  cci or rsi again, it's it's just a oscillator you can essentially call all the oscillators the same thing
4987.12s:  It's like they behave slightly differently, but they're all the same shit
4990.80s:  So
4992.00s:  You'll find instances where the oscillators are actually declining and the underlying is going up
4997.60s:  So it's just something to be aware of right there's nothing wrong with using oscillators
5002.88s:  Again, I have one there's a reason why you cci is because based on my studies for the stuff that I trade cci tends to behave
5011.60s:  a little bit better
5013.68s:  for
5014.72s:  My needs
5016.24s:  But
5017.44s:  Yeah, anyways, I figured
5019.84s:  We would take a look at it in here, but we can go back to these charts though
5025.04s:  I'm finished poking through
5027.36s:  um
5029.44s:  Dr. Zayas says cci measures the current price level relative to an average price level over a given period time
5035.76s:  Yeah
5037.04s:  Oh, I think you were just explaining what cci is for people. Thank you very much
5040.24s:  I did not realize that uh, it wasn't like well understood my bad
5045.04s:  That's on me
5051.12s:  Um
5053.36s:  Let's see what else is in here quick
5059.36s:  Uh
5062.24s:  Money ting says don't forget about the lawsuit. Yeah, we'll pull that up right after this promise. Let me grab that
5070.00s:  Uh, gme lawsuit
5072.96s:  dropped
5076.40s:  And we'll grab that from
5079.52s:  Rooters
5083.60s:  So we won't we won't forget we won't forget again
5089.52s:  Uh
5092.40s:  Hanyah says nssc is making a new system for exercise options allowing fdds to be infinitely fd tomorrow well
5102.48s:  Hmm
5105.52s:  We'll take a look at that
5109.20s:  We'll take a look at that a little oh fuck sorry the transitions really are
5114.32s:  Comfortables fuck
5116.48s:  We'll take a look at that
5118.80s:  Is well
5120.40s:  But the the fact of the matter is if we think about ftds there
5126.40s:  There are already allowed to be perpetually deferred as annoying as it is as much bullshit as that is
5132.48s:  Because
5133.76s:  We can see a lot of instances where
5138.24s:  Things are running higher
5140.48s:  ftds
5142.08s:  And nothing happens so
5144.56s:  Yeah, I mean we'll we'll take a closer look at that, but let's finish here
5149.28s:  And it says uh
5151.28s:  Camp hire says what does the blue dotted line on the first chart represent. Let's go
5158.08s:  blue dotted line
5160.80s:  This
5162.32s:  To me that just looks like a center line
5164.40s:  You mean this one in here the horizontal line in the rsi or which blue dotted line
5170.64s:  Talk to me
5175.04s:  At
5177.84s:  $23
5183.36s:  At
5184.88s:  Oh and think or swim yo that's confusing to me you have me tripping
5190.32s:  A blue dotted line and think or swim
5193.92s:  I don't know if I have one of those
5196.08s:  You
5200.32s:  It sounds like you might know my chart better than I know my chart what blue dotted line you talking about
5206.00s:  In here
5213.52s:  It's a small dotted line on the chart you had up
5217.20s:  So this one's think or swim
5219.44s:  Right doctors a says
5222.24s:  Blue dotted line and thicker swim
5224.72s:  Camp hire says it's a small dotted line on the chart you had up which is this one
5234.32s:  Do you mean here over here that looks like a price level
5238.64s:  Like right at the end. I see right at yeah, okay. Yeah, that's just a price level
5243.20s:  I don't think that that really means anything more than that
5247.52s:  Yeah, I think it's just a price level
5249.68s:  Is
5251.60s:  Is there anything else that we wanted to look at on these charts before we go over to that case
5263.84s:  Also
5267.20s:  Let me
5269.44s:  Oh, I kind of want to try one second
5276.16s:  YouTube
5277.92s:  Change stream latency
5282.32s:  midstream
5295.36s:  Trying to see if there's a way
5299.04s:  To change the the latency while we're still live
5303.20s:  I might wait a little bit later just in case it nukes it
5307.28s:  I think I can stop streaming and then it might let me do it, but I'll try it later
5317.36s:  Um look at the RSI that rk circled. Okay, let's find that
5325.12s:  I think we were just looking at that, weren't we?
5328.16s:  This one
5330.48s:  We were just looking at this one this I think he was just hiding it highlighting a divergence
5338.64s:  This doesn't
5340.88s:  Yeah, this doesn't really
5344.56s:  At least I don't think I don't think this means a whole lot at least to me
5352.96s:  There's another one higher to this one you see
5360.80s:  Cody says cat ears. I mean it could be cat ears if the cat has one really good ear and then one terrible fucked up ear that has like a mutation coming out of it
5374.80s:  Cedric says undersold two times made big move up
5380.24s:  Well, this wouldn't be this wouldn't be undersold this would be
5384.64s:  Yeah, like this is something that's
5390.64s:  technically overbought
5392.72s:  Things that are running up that high
5396.00s:  Cedric says volume RSI sloping up after being undersold
5402.72s:  Yep
5405.36s:  Yeah, okay, I see you guys are doing I would recommend not doing that
5410.16s:  The
5411.68s:  Reason why I think that there's a bit of an issue is because again like
5419.60s:  The looking back at price movements and corresponding them to different kinds of indicators is like the purest form of overfitting
5428.80s:  And you can find tons of instances after the fact. It's a very easy to do
5435.04s:  So it creates a natural conflict in kind of our minds
5440.08s:  So let me move this up the price chart is a little squished, but that's okay. It doesn't necessarily matter too much
5447.36s:  And let's like let's do that same exercise right like let's say that I see
5453.44s:  Uh significant
5455.76s:  Cedric says you won't find one with big volume after being oversold
5464.96s:  Right here
5472.32s:  What do you mean
5476.32s:  Cedric says you won't find one with big volume after being oversold so this is oversold
5484.88s:  And then this is big volume during the oversold
5488.24s:  Cedric says that's the
5493.04s:  He means another one. Oh, I see yeah, let's let's take a look and but see the one from the chart we're looking at is from 2021
5503.28s:  And this one was from yeah, these are from 2021
5508.24s:  I see what you mean I'm following now. So you're saying that
5511.68s:  RK is saying to look back at this and uses this as a reference
5517.92s:  Okay, got it. Yeah, let's take a look
5527.12s:  Oh, let's go to
5531.60s:  Let's do like a 10 year daily
5537.20s:  Uh right here is an example
5540.72s:  Where volume was oversold
5544.24s:  It had relatively big spike in volume and price didn't move much
5552.80s:  Here's another example
5559.28s:  Here's another example after the fact
5565.28s:  So
5567.36s:  Those are four additional instances three or four additional instances where price was marked oversold
5575.36s:  and it had larger confirmatory volume
5578.80s:  And in this case the big move already happened when you got that indicator
5585.52s:  Cedric says those have bullish for of course they do that's that's what I'm trying to explain to you is that this is after the fact
5593.44s:  Right, so after the fact it's so easy to say like oh yeah, it went up here
5599.68s:  And then this all happened when you're when you're forward looking the line changes based on what's happening today
5607.92s:  So what this isn't capturing are the periods like here right this line is also oversold
5614.80s:  and
5615.92s:  When like that's the nature of the oscillator
5619.20s:  Is that you're always essentially going to find that as the oscillator is high price will be high as the oscillator is low price will be low
